epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1794.87,0.67685,0.41199,0.92859,0.93966,0.9439,0.97418,0.68077,0.79935,0.40206,1.04979,0.000792125,0.000792125,0.000792125
187,1804.63,0.68042,0.41567,0.93872,0.90799,0.90723,0.95337,0.69895,0.77469,0.40549,1.05021,0.00078965,0.00078965,0.00078965
188,1814.36,0.6952,0.41697,0.93736,0.88953,0.92282,0.93936,0.69559,0.75106,0.40687,1.0123,0.000787175,0.000787175,0.000787175
189,1824.04,0.66007,0.39976,0.92872,0.86123,0.93452,0.92686,0.67059,0.77238,0.41537,1.04338,0.0007847,0.0007847,0.0007847
190,1834,0.67457,0.41233,0.93802,0.85426,0.93416,0.93257,0.6823,0.78163,0.45248,1.0215,0.000782225,0.000782225,0.000782225
191,1843.73,0.6699,0.40815,0.93243,0.90676,0.95487,0.95658,0.67495,0.75947,0.4089,1.04674,0.00077975,0.00077975,0.00077975
192,1853.41,0.67268,0.41298,0.9343,0.86702,0.97917,0.94872,0.69154,0.76858,0.39743,1.04944,0.000777275,0.000777275,0.000777275
193,1863.28,0.6543,0.40386,0.93055,0.88722,0.96992,0.95631,0.68752,0.79225,0.42378,1.06067,0.0007748,0.0007748,0.0007748
194,1873,0.66619,0.40633,0.92817,0.93631,0.95537,0.97962,0.69493,0.80404,0.41579,1.03469,0.000772325,0.000772325,0.000772325
195,1882.56,0.66613,0.3999,0.92667,0.93421,0.93553,0.96094,0.68578,0.75539,0.38798,1.05845,0.00076985,0.00076985,0.00076985
196,1892.36,0.6776,0.40922,0.94026,0.86462,0.97886,0.94165,0.68634,0.73389,0.40643,1.02766,0.000767375,0.000767375,0.000767375
197,1901.96,0.66251,0.40207,0.93127,0.86734,0.96376,0.95863,0.71022,0.71489,0.40111,1.01016,0.0007649,0.0007649,0.0007649
198,1911.57,0.66169,0.40419,0.93003,0.90671,0.91135,0.93739,0.68377,0.803,0.37424,1.03437,0.000762425,0.000762425,0.000762425
199,1921.27,0.66195,0.40879,0.92779,0.89606,0.90476,0.92359,0.67884,0.74076,0.36907,1.04237,0.00075995,0.00075995,0.00075995
200,1930.93,0.67343,0.40691,0.93112,0.89977,0.96726,0.95258,0.70909,0.71867,0.4036,1.02835,0.000757475,0.000757475,0.000757475
201,1940.58,0.66209,0.39998,0.92816,0.87479,0.93095,0.93873,0.65994,0.76678,0.41092,1.06794,0.000755,0.000755,0.000755
202,1950.28,0.67015,0.40561,0.93108,0.93734,0.9375,0.97853,0.68919,0.76887,0.39088,1.03382,0.000752525,0.000752525,0.000752525
203,1959.92,0.67482,0.40613,0.92898,0.87873,0.95191,0.96169,0.69015,0.75235,0.42274,1.02106,0.00075005,0.00075005,0.00075005
204,1969.58,0.67244,0.4008,0.927,0.8937,0.94643,0.9774,0.6871,0.74286,0.39565,1.03022,0.000747575,0.000747575,0.000747575
205,1979.42,0.6511,0.39903,0.92176,0.91419,0.9375,0.94624,0.6887,0.77585,0.38762,1.04671,0.0007451,0.0007451,0.0007451
206,1989.1,0.64651,0.39481,0.92587,0.87356,0.9881,0.96679,0.69869,0.75179,0.41607,1.01914,0.000742625,0.000742625,0.000742625
207,1998.9,0.66524,0.40135,0.93418,0.8972,0.9553,0.97279,0.70075,0.76957,0.45875,1.00722,0.00074015,0.00074015,0.00074015
208,2008.63,0.66944,0.40236,0.92866,0.86786,0.95536,0.9647,0.71437,0.73835,0.41393,1.02946,0.000737675,0.000737675,0.000737675
209,2018.4,0.6577,0.39898,0.92355,0.97279,0.94128,0.98655,0.67863,0.77521,0.39623,1.03714,0.0007352,0.0007352,0.0007352
210,2028.11,0.65687,0.39975,0.92455,0.89512,0.99351,0.96285,0.71549,0.71264,0.37119,1.01295,0.000732725,0.000732725,0.000732725
211,2037.76,0.6563,0.40036,0.92337,0.88982,0.96362,0.97162,0.71517,0.7284,0.41585,1.03232,0.00073025,0.00073025,0.00073025
212,2047.28,0.66114,0.4021,0.92556,0.90037,0.98124,0.98091,0.69807,0.75641,0.39755,1.04251,0.000727775,0.000727775,0.000727775
213,2057.06,0.64873,0.39801,0.91951,0.90208,0.95384,0.94057,0.6988,0.77088,0.3582,1.0472,0.0007253,0.0007253,0.0007253
214,2066.66,0.65195,0.39515,0.92853,0.88937,0.94643,0.95948,0.68564,0.77993,0.39546,1.05052,0.000722825,0.000722825,0.000722825
215,2076.27,0.65061,0.39682,0.91854,0.90055,0.94643,0.94657,0.67607,0.76083,0.39235,1.03861,0.00072035,0.00072035,0.00072035
216,2086.1,0.6332,0.38811,0.91814,0.93785,0.95833,0.98017,0.70903,0.7712,0.38666,1.03388,0.000717875,0.000717875,0.000717875
217,2095.83,0.65114,0.39586,0.92247,0.94661,0.95833,0.98324,0.71728,0.7407,0.37298,1.03331,0.0007154,0.0007154,0.0007154
218,2105.47,0.63227,0.38597,0.91802,0.95396,0.95046,0.97761,0.70858,0.7474,0.38302,1.05853,0.000712925,0.000712925,0.000712925
219,2115.19,0.64758,0.39084,0.91896,0.94761,0.95833,0.9862,0.70774,0.76661,0.38432,1.03269,0.00071045,0.00071045,0.00071045
220,2124.82,0.6568,0.39143,0.92369,0.96103,0.97347,0.98841,0.70581,0.79312,0.38458,1.03688,0.000707975,0.000707975,0.000707975
221,2134.63,0.64985,0.39363,0.92081,0.91284,0.95833,0.94633,0.71986,0.73124,0.36913,1.01632,0.0007055,0.0007055,0.0007055
222,2144.46,0.64928,0.38994,0.92428,0.86314,0.96066,0.9753,0.71121,0.74453,0.40628,1.01895,0.000703025,0.000703025,0.000703025
223,2154.13,0.65392,0.39825,0.9191,0.91135,0.94237,0.97602,0.71504,0.7607,0.4354,1.02157,0.00070055,0.00070055,0.00070055
224,2163.88,0.65624,0.40049,0.92562,0.89171,0.93106,0.95121,0.68026,0.77086,0.40269,1.06915,0.000698075,0.000698075,0.000698075
225,2173.56,0.64662,0.38486,0.92074,0.93801,0.92684,0.97948,0.68631,0.79488,0.38119,1.03061,0.0006956,0.0006956,0.0006956
226,2183.22,0.6507,0.38749,0.92477,0.87829,0.97052,0.96729,0.69549,0.78521,0.39077,1.04377,0.000693125,0.000693125,0.000693125
227,2193,0.63266,0.38255,0.9139,0.84123,0.9881,0.95719,0.69895,0.76946,0.39303,1.02246,0.00069065,0.00069065,0.00069065
228,2202.67,0.61647,0.38029,0.91167,0.86001,0.94468,0.96821,0.67687,0.78263,0.41071,1.03051,0.000688175,0.000688175,0.000688175
229,2212.22,0.64085,0.38795,0.91676,0.89748,0.94643,0.96505,0.69523,0.79598,0.4082,1.0422,0.0006857,0.0006857,0.0006857
230,2221.99,0.63565,0.38629,0.91383,0.91933,0.94643,0.97341,0.69199,0.77476,0.40853,1.02984,0.000683225,0.000683225,0.000683225
231,2231.66,0.6428,0.38701,0.91635,0.9219,0.94223,0.9753,0.68175,0.80779,0.42823,1.05838,0.00068075,0.00068075,0.00068075
232,2241.33,0.63452,0.38527,0.91504,0.95087,0.94643,0.97289,0.70091,0.78187,0.42803,1.01921,0.000678275,0.000678275,0.000678275
233,2251.04,0.63445,0.38385,0.91793,0.90162,0.9909,0.97013,0.67897,0.78174,0.42057,1.02192,0.0006758,0.0006758,0.0006758
234,2260.67,0.64066,0.39084,0.91938,0.88654,0.95833,0.97351,0.71209,0.77267,0.39628,1.03639,0.000673325,0.000673325,0.000673325
235,2270.33,0.63386,0.37983,0.91841,0.87959,0.95833,0.97156,0.70851,0.76084,0.39101,1.04777,0.00067085,0.00067085,0.00067085
236,2280.17,0.63161,0.38511,0.91339,0.90034,0.9375,0.97058,0.70436,0.77137,0.36643,1.04967,0.000668375,0.000668375,0.000668375
